speaker,emotion,season,episode,scene,utterance,text
Phoebe Buffay,Peaceful,3,4,7,13,"Yes! They called and you didn't get it! Okay, I mean you didn't get it, I'm sorry, I'm sorry."
Joey Tribbiani,Sad,3,4,7,14,"It's okay, these things happen."
Phoebe Buffay,Sad,3,4,7,15,"But they shouldn't happen, you know what, you're, you're in a terrible, terrible business. Oh God, I don't wanna be the person who makes your face look like that."
Joey Tribbiani,Sad,3,4,7,16,"I'm, I'm okay. See."
Phoebe Buffay,Sad,3,4,7,17,"Oh, now you're sad and creepy, oh. You know what, I, I'm sorry I quit, okay, I just quit."
Joey Tribbiani,Peaceful,3,4,7,18,"No! No, no you can't quit! You're the best agent I ever had! Look Pheebs, rejection is part being an actor, you can't take it personally."
Phoebe Buffay,Sad,3,4,7,19,"Not personal, really, well they said that they never met an Italian actor with a worse Italian accent."
Joey Tribbiani,Sad,3,4,7,20,They actually said that?
Phoebe Buffay,Sad,3,4,7,21,"Yeah. Ooh God, there's that face again! See I can't do this job! I..."
Joey Tribbiani,Powerful,3,4,7,22,"No, no, no, see that's why you have to do this job, agents always lie. You know, Estelle just says stuff like 'They went another way', but this, I can use this. I canna work on a new accent."
Phoebe Buffay,Neutral,3,4,7,23,"Yeah okay, no if it helps you okay. Yeah."
Ross Geller,Joyful,3,4,7,24,"You'll never get me, Joe!!!"
Janice Litman Goralnik,Neutral,3,4,8,2,"No, thank you. Chandler!"
Chandler Bing,Joyful,3,4,8,3,"Hello, Janice."
Janice Litman Goralnik,Mad,3,4,8,4,What are you doing here?
Chandler Bing,Joyful,3,4,8,5,"Oh, just a bit of shopping. How've you been?"
Janice Litman Goralnik,Sad,3,4,8,6,Are you being British?!
Chandler Bing,Scared,3,4,8,7,No. Not anymore.
Janice Litman Goralnik,Scared,3,4,8,8,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?
Chandler Bing,Scared,3,4,8,9,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party."
Janice Litman Goralnik,Mad,3,4,8,10,Barley? What kind of party serves barley?
Chandler Bing,Neutral,3,4,8,11,"Well, I'm sorry if my friends aren't as sophisticated as yours."
Janice Litman Goralnik,Mad,3,4,8,12,Where is this party?
Chandler Bing,Neutral,3,4,8,13,Here in Chelsea.
Janice Litman Goralnik,Neutral,3,4,8,14,Who's party is it?
Chandler Bing,Neutral,3,4,8,15,A woman's
Janice Litman Goralnik,Mad,3,4,8,16,What woman?!
Chandler Bing,Peaceful,3,4,8,17,Chelsea.
Janice Litman Goralnik,Mad,3,4,8,18,"Okay, you know, one of two things is happening here. Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet. Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle. So like which of these two guys do you want to be?"
Chandler Bing,Neutral,3,4,8,19,Can I be that guy?
Phoebe Buffay,Neutral,3,4,9,2,"Okay, so we got some more good rejections, lots of stuff to work on."
Joey Tribbiani,Neutral,3,4,9,3,"Okay, shoot."
Phoebe Buffay,Neutral,3,4,9,4,"Okay, um, oh, the zoo commercial."
Joey Tribbiani,Sad,3,4,9,5,I didn't get it?
Phoebe Buffay,Neutral,3,4,9,6,"No. They said you 'Weren't believable as a human being.' So, you can work on that."
Joey Tribbiani,Neutral,3,4,9,7,"Okay, what else?"
Phoebe Buffay,Neutral,3,4,9,8,"Um, the off-Broadway play people said 'You were pretty but dumb.'"
Joey Tribbiani,Sad,3,4,9,9,Oh.
Phoebe Buffay,Neutral,3,4,9,10,"Oh no wait, I'm sorry, that's 'pretty dumb.'"
Joey Tribbiani,Sad,3,4,9,11,"Look, it's okay, no, no, no, really, look um, I really appreciate this Pheebs, but I think I'm gonna have to go back to Estelle."
Phoebe Buffay,Sad,3,4,9,12,Oh.
Joey Tribbiani,Neutral,3,4,9,13,"Yeah, well don't get me wrong, you're a better agent than she is, but at least with her I don't want to blow my pretty dumb brains out."
Phoebe Buffay,Sad,3,4,9,14,"Yeah, no, I understand."
Joey Tribbiani,Neutral,3,4,9,15,"You do, thanks."
Phoebe Buffay,Sad,3,4,9,16,Yeah. Sorry.
Joey Tribbiani,Neutral,3,4,9,17,Wait a minute.
Phoebe Buffay,Neutral,3,4,9,18,What?
Joey Tribbiani,Neutral,3,4,9,19,"Wait a minute, did you just make up all that stuff just to get out of being my agent."
Phoebe Buffay,Joyful,3,4,9,20,"Oh, you caught me. I am so busted."
Joey Tribbiani,Joyful,3,4,9,21,That's-ah what I suspected-ah.
Chandler Bing,Sad,3,4,10,2,"....And then I just, you know, threw the bag of barley at her, and ran out of the store."
Monica Geller,Scared,3,4,10,3,"My God! Chandler, we said be 'aloof' not 'a doof'."
Chandler Bing,Sad,3,4,10,4,"I've actually ruined this haven't I? It's time for the good ice cream now, right?"
Rachel Green,Neutral,3,4,10,5,"Yeah, it is."
Monica Geller,Peaceful,3,4,10,6,"You know what, everything's gonna be okay."
Chandler Bing,Scared,3,4,10,8,"Hello. Hi, Janice! Can you hold on for a second? Okay. Okay, what do I do?"
Rachel Green,Scared,3,4,10,9,"Shhh...I don't know what to do, this is totally unprecedented."
Monica Geller,Scared,3,4,10,10,If-if-if we ever did what you did a man would never call.
Rachel Green,Neutral,3,4,10,11,Yeah.
Chandler Bing,Joyful,3,4,10,12,Hello!
Monica Geller,Powerful,3,4,10,13,"Oh wait, you know what, I got it, I got it, pretend like you just woke up, okay, that will throw her off. Be sleepy."
Rachel Green,Peaceful,3,4,10,14,"Yes, and grumpy."
Chandler Bing,Scared,3,4,10,15,"What are you, stop naming dwarves! Hello, Janice. Hi, I'm so glad that you called, I know I've been acting a really weird lately. And, it's just because I'm crazy about you, and I just got...stupid, and, and scared, and....stupid a couple of more times. I'm sorry. Really?! Really?!"
Rachel Green,Peaceful,3,4,10,16,"He's soo lucky, if Janice were a guy, she'd be sleeping with somebody else by now."
Chandler Bing,Joyful,3,4,10,17,I love you too.
Monica Geller,Sad,3,4,10,18,"Aw, it's soo unfair."
Carol Willick,Mad,3,4,11,2,G. I. Joe. G. I. Joe?!
Ross Geller,Powerful,3,4,11,3,"Hey, I don't know what to tell you guys that's the doll he chose."
Susan Bunch,Mad,3,4,11,4,"What'd you do, dip it in sugar?"
Ross Geller,Mad,3,4,11,5,"Look, G. I. Joe's in, Barbi's out. And if you guys can't deal with it, that's your 'too bad.'"
Monica Geller,Mad,3,4,11,6,"What are you being such a weenie for? So he has a Barbi, big deal. You used to dress up like a woman."
Ross Geller,Scared,3,4,11,7,What?
Monica Geller,Mad,3,4,11,8,"Well, you used to dress up in Mom's clothes all the time."
Ross Geller,Scared,3,4,11,9,What are you talking about?
Monica Geller,Powerful,3,4,11,10,"The big hat, the pearls, the little pick handbag."
Ross Geller,Mad,3,4,11,11,"Okay, you are totally making this up."
Monica Geller,Powerful,3,4,11,12,How can you not remember? You made us call you...Bea.
Ross Geller,Scared,3,4,11,13,Oh God.
Susan Bunch,Joyful,3,4,11,14,I've literally never been this happy.
Monica Geller,Powerful,3,4,11,15,Wasn't there a little song?
Carol Willick,Joyful,3,4,11,16,"Oh please God, let there be a song."
Ross Geller,Scared,3,4,11,17,There was no song. There was no song!
Monica Geller,Powerful,3,4,11,18,'I am Bea.'
Ross Geller,Mad,3,4,11,19,Okay.
Monica Geller,Joyful,3,4,11,20,'I drink tea.'
Ross Geller,Scared,3,4,11,21,"Okay, that's, that's enough."
Monica Geller,Joyful,3,4,11,22,"'....Won't you, won't you, won't you.... '"
Ross Geller,Scared,3,4,11,23,Won't you dance around with me.
Monica Geller,Joyful,3,4,11,24,A-ha!!!
Chandler Bing,Joyful,3,5,1,2,Hey!
Joey Tribbiani,Joyful,3,5,1,3,Hey!
Chandler Bing,Joyful,3,5,1,4,Hey-hey-hey. So what happened? A forest tick you off?
Joey Tribbiani,Joyful,3,5,1,5,No. Y'know how we're always saying we need a place for the mail.
Chandler Bing,Joyful,3,5,1,6,Yeah!
Joey Tribbiani,Powerful,3,5,1,7,"Well, I started building one. But then I decided to take it to the next step."
Chandler Bing,Joyful,3,5,1,8,You're building a post office?
Joey Tribbiani,Peaceful,3,5,1,9,"No, an entertainment unit, with a mail cubby built right in. It's a one day job, max."
Chandler Bing,Mad,3,5,1,10,Okay. My word! Those are snug.
Joey Tribbiani,Joyful,3,5,1,11,"Oh yeah. These are my old work pants, Sergio Valente's."
Joey Tribbiani,Joyful,3,5,1,13,Power saw kinda got away from me there.
Rachel Green,Neutral,3,5,2,2,Hey Pheebs.
Phoebe Buffay,Joyful,3,5,2,3,Hey!
Rachel Green,Neutral,3,5,2,4,Any sign of your brother?
Phoebe Buffay,Neutral,3,5,2,5,"No, but he's always late."
Rachel Green,Neutral,3,5,2,6,I thought you only met him once?
Phoebe Buffay,Neutral,3,5,2,7,"Yeah, I did. I think it sounds y'know big sistery, y'know, 'Frank's always late.'"
Rachel Green,Peaceful,3,5,2,8,"Well relax, he'll be here."
Phoebe Buffay,Scared,3,5,2,9,"No, I know, I'm just nervous. Y'know it's just y'know Mom's dead, don't talk to my sister, Grandma's been sleeping a lot lately. It's like the last desperate chance to have a family, y'know, kinda thing. You're so sweet to wait with me."
Rachel Green,Neutral,3,5,2,10,"Well, actually Gunther sent me. You're not allowed to have cups out here, it's a thing."
Joey Tribbiani,Neutral,3,5,4,2,"Oh, I'm sorry. Did I get 'ya?"
Chandler Bing,Mad,3,5,4,3,"No, you didn't get me!! It's an electric drill, you get me, you kill me!!"
Joey Tribbiani,Neutral,3,5,4,4,"Calm down, do you want this unit or not?"
Chandler Bing,Mad,3,5,4,5,I do NOT want this unit!!
Joey Tribbiani,Neutral,3,5,4,6,"Well, you should've told me that before, I'm not a mind reader. Hey, we're out of beer. I'm going to Monica's."
Chandler Bing,Mad,3,5,4,7,Fine!
Monica Geller,Joyful,3,5,5,2,Hey! Where 'ya headin' in those pants? 1982?
Joey Tribbiani,Neutral,3,5,5,3,"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor."
Monica Geller,Scared,3,5,5,4,"Why, what's wrong with my bathroom floor?"
Joey Tribbiani,Peaceful,3,5,5,5,"Nothing. It's just old and dingy, that's all."
Monica Geller,Sad,3,5,5,6,I highly doubt that.
Joey Tribbiani,Neutral,3,5,5,7,"Oh yeah. If you ah, move your hamper, you see what color the tile used to be. Yeah."
Monica Geller,Mad,3,5,5,8,I can't live like this! What are we gonna do? What are we gonna do?
Joey Tribbiani,Powerful,3,5,5,9,Relax. Here hold this . This old stuff just comes right off.
Monica Geller,Sad,3,5,5,10,That's a little more than I wanted to see.
Joey Tribbiani,Scared,3,5,5,11,"Aw! Look at that, every inch of this stuff is glued down. It'd take forever to pry this up. You should ah, you should just leave it."
Monica Geller,Mad,3,5,5,12,I can't leave it! You gouged a hole in my dingy floor.
Joey Tribbiani,Joyful,3,5,5,14,Eh! There you go.
Monica Geller,Joyful,3,5,5,15,"You know that's nice, y'know we could put it back there after the surgeons remove it from your colon!"
Phoebe Buffay,Scared,3,5,6,2,"Oh, ew!"
Frank Buffay Jr.,Powerful,3,5,6,3,What?
Phoebe Buffay,Joyful,3,5,6,4,"Yeah I know what I wanted to ask you. Um, can you roll your tongue? Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad."
Frank Buffay Jr.,Joyful,3,5,6,5,"What, wait, you mean like this?"
Phoebe Buffay,Neutral,3,5,6,6,"Yeah, yeah. You can do it to."
Frank Buffay Jr.,Neutral,3,5,6,7,Your not doing it.
Phoebe Buffay,Neutral,3,5,6,8,"Oh right, yeah okay, my Mom could, and I can't. We don't have that...."
Frank Buffay Jr.,Scared,3,5,6,9,When's your birthday?
Phoebe Buffay,Neutral,3,5,6,10,Feburary 16th.
Frank Buffay Jr.,Neutral,3,5,6,11,I know a guy who's the 18th.
Phoebe Buffay,Scared,3,5,6,12,"Wow, that's close. When's yours?"
Frank Buffay Jr.,Neutral,3,5,6,13,October 25th.
Phoebe Buffay,Joyful,3,5,6,14,"That's the same month as Halloween. So, um, what kinda things do you like to do at home?"
Frank Buffay Jr.,Neutral,3,5,6,15,Melt stuff.
Ross Geller,Joyful,3,5,7,2,"Okay, I've got three of my five."
Rachel Green,Neutral,3,5,7,3,"Three of your five, what?"
Ross Geller,Joyful,3,5,7,4,Celebrities I'm allowed to sleep with.
Rachel Green,Powerful,3,5,7,5,Oh my God! You are giving this a lot of thought.
Ross Geller,Powerful,3,5,7,6,"Yeah, it's hard okay, I only have two spots left."
Chandler Bing,Neutral,3,5,7,7,"All right, so who do you got it narrowed down to?"
Ross Geller,Peaceful,3,5,7,8,"Okay, Elizabeth Hurely...."
Chandler Bing,Joyful,3,5,7,9,"Oooh-hoo, very attractive, forgiving."
Ross Geller,Neutral,3,5,7,10,Susan Sarandon.
Chandler Bing,Peaceful,3,5,7,11,"Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first."
Ross Geller,Joyful,3,5,7,12,And!! Isabella Rosselini.
Chandler Bing,Joyful,3,5,7,13,"Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around."
Rachel Green,Neutral,3,5,7,14,So?
Chandler Bing,Neutral,3,5,7,15,"So, you gotta play the odds, pick somebody who's gonna be in the country like all the time."
Rachel Green,Powerful,3,5,7,16,"Yeah, 'cause that's why you won't get Isabella Rosselini, geography."
Phoebe Buffay,Neutral,3,5,8,2,"Okay so, by melting, you meant melting."
Frank Buffay Jr.,Neutral,3,5,8,3,Yeah.
Phoebe Buffay,Neutral,3,5,8,4,So is it like art?
Frank Buffay Jr.,Joyful,3,5,8,5,"Yeah, you can melt art. Hey, can I use your phone?"
Phoebe Buffay,Neutral,3,5,8,6,"Um, yeah sure. Why you wanna call your Mom?"
Frank Buffay Jr.,Neutral,3,5,8,7,"No, I wanna melt it."
Phoebe Buffay,Sad,3,5,8,8,"Oh, well um, not right now. Y'know I'm just gonna go to bed, I think the fumes are giving me a headache."
Frank Buffay Jr.,Joyful,3,5,8,9,Yeah!
Phoebe Buffay,Joyful,3,5,8,10,"G'night, bro."
Frank Buffay Jr.,Joyful,3,5,8,11,G'night.
Phoebe Buffay,Joyful,3,5,8,12,"Here. Y'know, just in case."
Frank Buffay Jr.,Joyful,3,5,8,13,"Oh, excellent."
Monica Geller,Neutral,3,5,9,2,What kind of karate is that?
Phoebe Buffay,Neutral,3,5,9,3,No kind. He just makes it up.
Monica Geller,Peaceful,3,5,9,4,So how's it going with you guys?
Phoebe Buffay,Sad,3,5,9,5,"So far, it kinda blows. I don't know, I just thought y'know that he'd feel more like a brother y'know, like you and Ross, just like close and connected and...."
Monica Geller,Peaceful,3,5,9,6,"Oh honey, we're close now but you-you wouldn't believe the years of-of nugies, and wedgies, and flying wedgies, and atomic wedgies, and.... That's where the waistband actually goes over your head."
Phoebe Buffay,Neutral,3,5,9,7,Ah!!
Monica Geller,Joyful,3,5,9,8,"Oh, we used to drive each other crazy playing the shadow game."
Phoebe Buffay,Peaceful,3,5,9,9,"Oh, how do you play the shadow game?"
Monica Geller,Joyful,3,5,9,10,"Oh, how do you play the shadow game?"
Phoebe Buffay,Neutral,3,5,9,11,I just asked you.
Monica Geller,Joyful,3,5,9,12,I just asked you.
Phoebe Buffay,Mad,3,5,9,13,I don't have time for this.
Monica Geller,Peaceful,3,5,9,14,"No, that is what the game is."
Phoebe Buffay,Neutral,3,5,9,15,Which you just gave up really quickly.
Chandler Bing,Neutral,3,5,9,16,Have you seen Joey?
Monica Geller,Peaceful,3,5,9,17,What's the matter?
Chandler Bing,Mad,3,5,9,18,"Oh, just this! Y'know what it's my fault really, because the couch is usually where we keep the varnish."
Joey Tribbiani,Powerful,3,5,9,19,"Hey, does somebody wanna hand me one of those tiles."
Chandler Bing,Powerful,3,5,9,20,What's going on?
Monica Geller,Neutral,3,5,9,21,He's retiling my floor.
Chandler Bing,Powerful,3,5,9,22,Yo!! Spackel boy! Get up!
Monica Geller,Mad,3,5,9,23,"Ah-ah-ah, now you started this, you will finish it."
Chandler Bing,Mad,3,5,9,24,He started mine first!
Phoebe Buffay,Joyful,3,5,9,25,"Build the unit Cinderelly, lay the tile Cinderelly."
Frank Buffay Jr.,Joyful,3,5,10,2,Whoa! Big octopus.
Phoebe Buffay,Neutral,3,5,10,3,"Yeah. 'Hello. Oh my God, I totally forgot! Well can't someone else do it. But, I have company. Yeah, no look, that's all right I'll come in.' Um, Frank, I'm really sorry but I have to go to work. It's-it's one of my regulars and he's insisting that I do 'um."
Frank Buffay Jr.,Neutral,3,5,10,4,"Hey, what kind of work do you do?"
Phoebe Buffay,Peaceful,3,5,10,5,Oh! I'm a masseuse. I give people massages and stuff.
Frank Buffay Jr.,Neutral,3,5,10,6,You-you work at one of those massage parlors?
Phoebe Buffay,Joyful,3,5,10,7,"Well, y'know we don't call it that, but yeah!"
Frank Buffay Jr.,Joyful,3,5,10,8,"Wow! That's wild! No, I had no idea."
Phoebe Buffay,Joyful,3,5,10,9,All righty. I'll be back in-in a little bit. Unless you wanna come with me?
Frank Buffay Jr.,Joyful,3,5,10,10,You mean like watch?
Phoebe Buffay,Joyful,3,5,10,11,"No, no, you can get one yourself. It'll be on the house! Y'know what are big sisters for?"
Frank Buffay Jr.,Scared,3,5,10,12,"Well, I don't think this, y'know."
Phoebe Buffay,Peaceful,3,5,10,13,"No, no, no, I wouldn't do you myself, I mean that would be weird. Yeah, no, I'll get one of the other girls to do it. Oh, this will be so much fun! Hey! Are you excited?"
Frank Buffay Jr.,Joyful,3,5,10,14,"Yeah! Hey, do Monica and Rachel work there?"
Monica Geller,Scared,3,5,11,2,It's beautiful! It's like the first bathroom floor there ever was. Whoa! Are you going in there for?
Chandler Bing,Powerful,3,5,11,3,"What, like a number?"
Ross Geller,Joyful,3,5,11,4,Hey!
Chandler Bing,Peaceful,3,5,11,5,Hi! Bye!
